id,city,year,needstates,day_daypart,needstate_group,matched_attribute
353396,Hồ Chí Minh,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
353396,Hồ Chí Minh,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
353397,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353397,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353398,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353398,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353401,Hồ Chí Minh,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
353401,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
353401,Hồ Chí Minh,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
353417,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353417,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
353417,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
353417,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
353418,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353418,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
353618,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353618,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
353618,Hồ Chí Minh,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
353618,Hồ Chí Minh,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
353619,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
353619,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353619,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
353619,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
353619,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353620,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353620,Hồ Chí Minh,2018,Drinking tea,Overall,Drinking beverages,Good tea
353620,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353621,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353621,Hồ Chí Minh,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
353621,Hồ Chí Minh,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
353621,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
353621,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
353621,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353622,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353622,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353622,Hồ Chí Minh,2018,Drinking tea,Overall,Drinking beverages,Good tea
353623,Hồ Chí Minh,2018,Have snack / pastry,Overall,Meals & Snack,Good food
353623,Hồ Chí Minh,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
353623,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
353623,Hồ Chí Minh,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
353623,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
353623,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
355530,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
355530,Hồ Chí Minh,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
355530,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
355530,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
355530,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
356847,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
356847,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
356847,Cần Thơ,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
357024,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
357024,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
357024,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Good music
357090,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
357090,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Good music
357090,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357090,Cần Thơ,2018,Studying / Reading books,Overall,Studying & Others,Work/study friendly
357090,Cần Thơ,2018,Studying / Reading books,Overall,Studying & Others,Study-friendly place
357091,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357091,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
357091,Cần Thơ,2018,Studying / Reading books,Overall,Studying & Others,Work/study friendly
357091,Cần Thơ,2018,Studying / Reading books,Overall,Studying & Others,Study-friendly place
357092,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357093,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357258,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357258,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
357530,Hà Nội,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
357530,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
357530,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357530,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
357580,Cần Thơ,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
357580,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357745,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
357745,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
357745,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
357745,Hà Nội,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
357867,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358029,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358029,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358030,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358030,Cần Thơ,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
358030,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358031,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
358031,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Good music
358031,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358095,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358095,Cần Thơ,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358230,Cần Thơ,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358230,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358230,Cần Thơ,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
358404,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
358404,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Good music
358404,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358404,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358405,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358405,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358482,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
358482,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
358482,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358482,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358482,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358482,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
358483,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358483,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
358483,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358484,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
358484,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
358484,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
358484,Hà Nội,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
358484,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358484,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
358484,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358485,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
358485,Hà Nội,2018,Entertainment,Overall,Relaxing & entertainment,Good music
358485,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358485,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358486,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358486,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358486,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358631,Hà Nội,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
358631,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358631,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358633,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358633,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Good food
358633,Hà Nội,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
358633,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358634,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358634,Hà Nội,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
358634,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358635,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358635,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358808,Cần Thơ,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
358808,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358809,Cần Thơ,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
358809,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358809,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358930,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358930,Cần Thơ,2018,Drinking tea,Overall,Drinking beverages,Good tea
358930,Cần Thơ,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358930,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358930,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
358930,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Good music
358960,Cần Thơ,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
358960,Cần Thơ,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
358960,Cần Thơ,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
358960,Cần Thơ,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
358960,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358960,Cần Thơ,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358962,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358962,Cần Thơ,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
358962,Cần Thơ,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
358962,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
358962,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Good music
358963,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
358963,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
358963,Cần Thơ,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
358963,Cần Thơ,2018,Drinking tea,Overall,Drinking beverages,Good tea
358963,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
358963,Cần Thơ,2018,Entertainment,Overall,Relaxing & entertainment,Good music
358963,Cần Thơ,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
359041,Cần Thơ,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
359041,Cần Thơ,2018,Socializing with friends,Overall,Socializing,Friends hangout place
359041,Cần Thơ,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
