ID,Year,City,Awareness,Attribute,BrandImage
438153,2018,Nha Trang,Other 2,Comfortable and relaxing environment,Other 2
440224,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for socializing with colleagues,Street / Half street coffee (including carts)
398500,2018,Hồ Chí Minh,Highlands Coffee,Convenient location,Highlands Coffee
789789,2019,Hà Nội,Other,High speed of internet,Other
373377,2018,Đà Nẵng,Trung Nguyên,"Good other beverages (other than coffee, tea & ice-blended)",Trung Nguyên
444462,2018,Hà Nội,Other 2,Good tea taste,Other 2
136160,2017,Đà Nẵng,Street / Half street coffee (including carts),Good tea taste,Street / Half street coffee (including carts)
828586,2019,Hồ Chí Minh,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
795151,2019,Hồ Chí Minh,Đen Đá,Good value for money,Đen Đá
841721,2019,Hồ Chí Minh,Trung Nguyên,Good place for socializing with friends,Trung Nguyên
809326,2019,Hồ Chí Minh,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
413391,2018,Nha Trang,Milano,High speed of internet,Milano
450932,2018,Đà Nẵng,Mộc Miên,Good coffee taste,Mộc Miên
104608,2017,Cần Thơ,KOI cafe,Quick speed of service,KOI cafe
445303,2018,Hải Phòng,Other 1,Feel I belong here,Other 1
118398,2017,Hà Nội,Highlands Coffee,Diversified menu,Highlands Coffee
350491,2018,Hồ Chí Minh,Highlands Coffee,Quick speed of service,Highlands Coffee
827918,2019,Hồ Chí Minh,Other,Comfortable and relaxing environment,Other
793043,2019,Hà Nội,Cộng Cà Phê,Quick speed of service,Cộng Cà Phê
117918,2017,Cần Thơ,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
125737,2017,Hồ Chí Minh,Trung Nguyên,Good coffee taste,Trung Nguyên
794599,2019,Hà Nội,Street,Good ice-blended taste,Street
804121,2019,Hồ Chí Minh,Phúc Long,Popular brand,Phúc Long
456381,2018,Đà Nẵng,Other 1,Good coffee taste,Other 1
820150,2019,Đà Nẵng,Cộng Cà Phê,Clean,Cộng Cà Phê
738307,2019,Hà Nội,Other,Good ice-blended taste,Other
419105,2018,Cần Thơ,Other 3,Good tea taste,Other 3
111874,2017,Hồ Chí Minh,Phúc Long,Popular brand,Phúc Long
445831,2018,Hà Nội,Other 1,Nice environment design,Other 1
459709,2018,Hồ Chí Minh,Thức Coffee,Friendly staff,Thức Coffee
836136,2019,Hồ Chí Minh,The Coffee House,Good place for socializing with colleagues,The Coffee House
759238,2019,Hà Nội,Thức Coffee,Comfortable and relaxing environment,Thức Coffee
381500,2018,Hà Nội,Starbucks,Friendly staff,Starbucks
140862,2017,Hồ Chí Minh,Highlands Coffee,Good place for working / studying,Highlands Coffee
824631,2019,Hà Nội,Other,Good place for socializing with colleagues,Other
360398,2018,Cần Thơ,Other 1,Have new product regularly,Other 1
439928,2018,Nha Trang,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
368602,2018,Hà Nội,Other 1,Quick speed of service,Other 1
802800,2019,Hà Nội,Aha Cafe,Good place for socializing with colleagues,Aha Cafe
732958,2019,Hà Nội,Street,Convenient location,Street
135905,2017,Đà Nẵng,Milano,Friendly staff,Milano
138382,2017,Hồ Chí Minh,Indepedent Cafe,High speed of internet,Indepedent Cafe
709345,2019,Đà Nẵng,Phúc Long,Recommended by others,Phúc Long
138103,2017,Hà Nội,Trung Nguyên,Trusted brand,Trung Nguyên
443648,2018,Hà Nội,Trung Nguyên,Good place for socializing with colleagues,Trung Nguyên
132941,2017,Đà Nẵng,Indepedent Cafe,Feel I belong here,Indepedent Cafe
742977,2019,Hải Phòng,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
383928,2018,Cần Thơ,Other 1,Trusted brand,Other 1
449533,2018,Hà Nội,Cộng Cà Phê,Quick speed of service,Cộng Cà Phê
458100,2018,Hồ Chí Minh,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
441456,2018,Nha Trang,Phúc Long,Popular brand,Phúc Long
120123,2017,Hồ Chí Minh,KOI cafe,Comfortable and relaxing environment,KOI cafe
790460,2019,Hải Phòng,Other,Clean,Other
451085,2018,Nha Trang,Milano,Quick speed of service,Milano
830531,2019,Hà Nội,Other,Quick speed of service,Other
442249,2018,Hà Nội,Aha Cafe,Good value for money,Aha Cafe
458762,2018,Hồ Chí Minh,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
458096,2018,Hồ Chí Minh,Highlands Coffee,Friendly staff,Highlands Coffee
818075,2019,Hải Phòng,Other,Good music,Other
847016,2019,Cần Thơ,Other,High speed of internet,Other
435233,2018,Hải Phòng,Other 2,Good place for socializing with family,Other 2
118298,2017,Hồ Chí Minh,Cộng Cà Phê,Good place for socializing,Cộng Cà Phê
815682,2019,Hồ Chí Minh,Milano,Popular brand,Milano
805764,2019,Hà Nội,Highlands Coffee,Popular brand,Highlands Coffee
416162,2018,Cần Thơ,Other 1,Friendly staff,Other 1
459161,2018,Hồ Chí Minh,Starbucks,Good place for socializing with colleagues,Starbucks
398499,2018,Hồ Chí Minh,Highlands Coffee,Quick speed of service,Highlands Coffee
814585,2019,Hà Nội,Milano,Nice environment design,Milano
763500,2019,Cần Thơ,Street,Good place for working / business meeting,Street
796405,2019,Hà Nội,The Coffee House,Good coffee taste,The Coffee House
138841,2017,Hà Nội,Urban Station,Convenient location,Urban Station
731390,2019,Nha Trang,Trung Nguyên,Trusted brand,Trung Nguyên
812174,2019,Hồ Chí Minh,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
437327,2018,Nha Trang,Other 3,Good place for socializing with family,Other 3
459120,2018,Hồ Chí Minh,Milano,High speed of internet,Milano
806173,2019,Đà Nẵng,The Coffee House,Popular brand,The Coffee House
134914,2017,Hải Phòng,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
835914,2019,Đà Nẵng,Cộng Cà Phê,Feel I belong here,Cộng Cà Phê
792976,2019,Hải Phòng,Milano,Popular brand,Milano
121572,2017,Hà Nội,Trung Nguyên,High speed of internet,Trung Nguyên
416334,2018,Cần Thơ,Other 1,Good tea taste,Other 1
817086,2019,Hồ Chí Minh,Other,High speed of internet,Other
832854,2019,Hà Nội,Starbucks,Popular brand,Starbucks
120186,2017,Hà Nội,Highlands Coffee,Nice environment design,Highlands Coffee
825313,2019,Hà Nội,Street,Good place for socializing with family,Street
442129,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
135470,2017,Cần Thơ,Indepedent Cafe,Delicious food,Indepedent Cafe
392307,2018,Hải Phòng,Other 1,Friendly staff,Other 1
445333,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
435599,2018,Hải Phòng,Highlands Coffee,High speed of internet,Highlands Coffee
811583,2019,Hà Nội,Highlands Coffee,Good place for socializing with friends,Highlands Coffee
430348,2018,Hải Phòng,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
791730,2019,Hà Nội,The Coffee House,Quick speed of service,The Coffee House
820593,2019,Hồ Chí Minh,Passio,High speed of internet,Passio
459780,2018,Hà Nội,Cộng Cà Phê,Popular brand,Cộng Cà Phê
414071,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for relaxing,Street / Half street coffee (including carts)
849343,2019,Cần Thơ,Trung Nguyên,Nice environment design,Trung Nguyên
791725,2019,Hà Nội,Milano,Clean,Milano
139995,2017,Hà Nội,Other Branded Cafe Chain,Quick speed of service,Other Branded Cafe Chain
363656,2018,Đà Nẵng,Trung Nguyên,Nice environment design,Trung Nguyên
372096,2018,Hà Nội,Starbucks,Popular brand,Starbucks
830291,2019,Hà Nội,Highlands Coffee,Popular brand,Highlands Coffee
390603,2018,Hải Phòng,Cộng Cà Phê,Good place for studying,Cộng Cà Phê
367363,2018,Hồ Chí Minh,The Coffee House,Quick speed of service,The Coffee House
444568,2018,Nha Trang,Other 1,Good tea taste,Other 1
800664,2019,Hà Nội,Street,Good coffee taste,Street
828582,2019,Cần Thơ,Other,Good music,Other
457245,2018,Đà Nẵng,Other 1,Quick speed of service,Other 1
121539,2017,Hải Phòng,Indepedent Cafe,Good tea taste,Indepedent Cafe
444664,2018,Cần Thơ,Trung Nguyên,Good coffee taste,Trung Nguyên
140351,2017,Hà Nội,Milano,Delicious food,Milano
348307,2018,Cần Thơ,Other 1,Good place for socializing with friends,Other 1
121688,2017,Hà Nội,Phúc Long,Good music,Phúc Long
749837,2019,Hà Nội,Milano,Nice environment design,Milano
825144,2019,Hải Phòng,Other,Good place for working / business meeting,Other
382212,2018,Hà Nội,Other 1,Good place for socializing with friends,Other 1
138918,2017,Hà Nội,Indepedent Cafe,Friendly staff,Indepedent Cafe
140315,2017,Hà Nội,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
836736,2019,Hồ Chí Minh,Thức Coffee,Good place for relaxing,Thức Coffee
797192,2019,Hà Nội,Aha Cafe,Good coffee taste,Aha Cafe
746410,2019,Hà Nội,Street,Feel I belong here,Street
134654,2017,Cần Thơ,Street / Half street coffee (including carts),Friendly staff,Street / Half street coffee (including carts)
450379,2018,Nha Trang,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
409852,2018,Nha Trang,Milano,Good place for relaxing,Milano
138110,2017,Đà Nẵng,Indepedent Cafe,Good value for money,Indepedent Cafe
747694,2019,Hà Nội,Highlands Coffee,Good ice-blended taste,Highlands Coffee
451855,2018,Hà Nội,Milano,Clean,Milano
399425,2018,Hồ Chí Minh,Other 1,Good coffee taste,Other 1
836716,2019,Hồ Chí Minh,Other,Recommended by others,Other
459934,2018,Hà Nội,Other 1,Good place for relaxing,Other 1
747636,2019,Hồ Chí Minh,Highlands Coffee,High speed of internet,Highlands Coffee
107776,2017,Cần Thơ,Highlands Coffee,Trusted brand,Highlands Coffee
140743,2017,Hà Nội,Urban Station,Good place for relaxing,Urban Station
117059,2017,Hồ Chí Minh,Trung Nguyên,Good place for relaxing,Trung Nguyên
432841,2018,Đà Nẵng,Other 2,Good place for socializing with friends,Other 2
778745,2019,Hà Nội,Trung Nguyên,Recommended by others,Trung Nguyên
119112,2017,Cần Thơ,Indepedent Cafe,Good value for money,Indepedent Cafe
443565,2018,Hà Nội,Highlands Coffee,Good place for relaxing,Highlands Coffee
123548,2017,Đà Nẵng,Indepedent Cafe,Good place for socializing,Indepedent Cafe
802988,2019,Hồ Chí Minh,Phúc Long,Feel I belong here,Phúc Long
139056,2017,Hồ Chí Minh,KOI cafe,Nice environment design,KOI cafe
430339,2018,Hà Nội,Aha Cafe,Clean,Aha Cafe
432833,2018,Đà Nẵng,Street / Half street coffee (including carts),Good place for socializing with family,Street / Half street coffee (including carts)
431932,2018,Hà Nội,Other 1,Friendly staff,Other 1
109723,2017,Hồ Chí Minh,Trung Nguyên,Quick speed of service,Trung Nguyên
125319,2017,Đà Nẵng,Street / Half street coffee (including carts),Good place for socializing,Street / Half street coffee (including carts)
346833,2018,Cần Thơ,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
454751,2018,Hà Nội,Cộng Cà Phê,Recommended by others,Cộng Cà Phê
438987,2018,Hà Nội,Starbucks,Trusted brand,Starbucks
418245,2018,Cần Thơ,Street / Half street coffee (including carts),Clean,Street / Half street coffee (including carts)
819873,2019,Hồ Chí Minh,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
378350,2018,Đà Nẵng,Cộng Cà Phê,Clean,Cộng Cà Phê
808242,2019,Hồ Chí Minh,Trung Nguyên,Good value for money,Trung Nguyên
837375,2019,Hồ Chí Minh,Other,Good place for studying,Other
798590,2019,Đà Nẵng,Other,Good value for money,Other
443098,2018,Hải Phòng,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
134898,2017,Hải Phòng,Indepedent Cafe,High speed of internet,Indepedent Cafe
445031,2018,Cần Thơ,Other 2,Good place for working / business meeting,Other 2
365738,2018,Cần Thơ,Trung Nguyên,Good place for relaxing,Trung Nguyên
113048,2017,Hải Phòng,Street / Half street coffee (including carts),Clean,Street / Half street coffee (including carts)
808486,2019,Đà Nẵng,The Coffee House,"Good other beverages (other than coffee, tea & ice-blended)",The Coffee House
831550,2019,Hà Nội,Other,Friendly staff,Other
753731,2019,Hồ Chí Minh,Mộc Miên,Popular brand,Mộc Miên
367355,2018,Hồ Chí Minh,Highlands Coffee,Nice environment design,Highlands Coffee
135177,2017,Hồ Chí Minh,Trung Nguyên,Good music,Trung Nguyên
139989,2017,Hà Nội,Indepedent Cafe,High speed of internet,Indepedent Cafe
135593,2017,Đà Nẵng,Highlands Coffee,Good value for money,Highlands Coffee
781095,2019,Hà Nội,The Coffee House,Recommended by others,The Coffee House
816329,2019,Cần Thơ,Other,Good place for socializing with friends,Other
360513,2018,Hà Nội,Highlands Coffee,Good music,Highlands Coffee
801476,2019,Đà Nẵng,Highlands Coffee,High speed of internet,Highlands Coffee
441235,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Recommended by others,Street / Half street coffee (including carts)
834705,2019,Hồ Chí Minh,Phúc Long,Good music,Phúc Long
816276,2019,Hà Nội,The Coffee House,Good tea taste,The Coffee House
392306,2018,Hải Phòng,Street / Half street coffee (including carts),Good tea taste,Street / Half street coffee (including carts)
788019,2019,Hà Nội,Other,Feel I belong here,Other
752673,2019,Đà Nẵng,The Coffee House,Good place for socializing with family,The Coffee House
107623,2017,Hồ Chí Minh,Trung Nguyên,Popular brand,Trung Nguyên
748029,2019,Hồ Chí Minh,Other,Nice environment design,Other
780422,2019,Hà Nội,Other,Friendly staff,Other
809947,2019,Đà Nẵng,Phúc Long,High speed of internet,Phúc Long
818368,2019,Hà Nội,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
433333,2018,Hà Nội,Coffee Bean & Tea Leaf,Good value for money,Coffee Bean & Tea Leaf
800887,2019,Hà Nội,Aha Cafe,Friendly staff,Aha Cafe
799734,2019,Hà Nội,Highlands Coffee,Clean,Highlands Coffee
401474,2018,Hải Phòng,Starbucks,Friendly staff,Starbucks
449997,2018,Hải Phòng,Trung Nguyên,Clean,Trung Nguyên
135004,2017,Hồ Chí Minh,Urban Station,Convenient location,Urban Station
803206,2019,Hà Nội,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
450460,2018,Hồ Chí Minh,Milano,Comfortable and relaxing environment,Milano
121696,2017,Hà Nội,Maxx Coffee,Popular brand,Maxx Coffee
134420,2017,Hồ Chí Minh,Starbucks,Clean,Starbucks
776835,2019,Đà Nẵng,Street,Good place for socializing with friends,Street
790237,2019,Hồ Chí Minh,Viva Star,Good value for money,Viva Star
370901,2018,Hải Phòng,Other 1,Good place for relaxing,Other 1
109202,2017,Hà Nội,Maxx Coffee,Good place for relaxing,Maxx Coffee
138662,2017,Hà Nội,Passio,"Good other beverages (other than coffee, tea & ice-blended)",Passio
133778,2017,Hồ Chí Minh,Street / Half street coffee (including carts),High speed of internet,Street / Half street coffee (including carts)
134938,2017,Hà Nội,Cộng Cà Phê,Popular brand,Cộng Cà Phê
134621,2017,Đà Nẵng,Indepedent Cafe,Clean,Indepedent Cafe
102963,2017,Hà Nội,Urban Station,Delicious food,Urban Station
810052,2019,Hải Phòng,Milano,Quick speed of service,Milano
98283,2017,Cần Thơ,Street / Half street coffee (including carts),"Good other beverages (other than coffee, tea & ice-blended)",Street / Half street coffee (including carts)
746432,2019,Đà Nẵng,The Coffee House,Comfortable and relaxing environment,The Coffee House
399424,2018,Hồ Chí Minh,The Coffee House,"Good other beverages (other than coffee, tea & ice-blended)",The Coffee House
739159,2019,Nha Trang,Mê Trang,Popular brand,Mê Trang
111451,2017,Hải Phòng,Trung Nguyên,Good place for relaxing,Trung Nguyên
815457,2019,Hồ Chí Minh,Phúc Long,Good place for socializing with friends,Phúc Long
828657,2019,Hà Nội,Other,Good value for money,Other
348403,2018,Hồ Chí Minh,Other 1,Good place for socializing with family,Other 1
818320,2019,Hồ Chí Minh,The Coffee House,Popular brand,The Coffee House
793360,2019,Cần Thơ,Other,Popular brand,Other
135131,2017,Hồ Chí Minh,Gong Cha,Feel I belong here,Gong Cha
827846,2019,Cần Thơ,Milano,Good coffee taste,Milano
364513,2018,Hà Nội,Highlands Coffee,Good place for relaxing,Highlands Coffee
126912,2017,Đà Nẵng,Cộng Cà Phê,Good coffee taste,Cộng Cà Phê
841292,2019,Đà Nẵng,Highlands Coffee,Good place for socializing with family,Highlands Coffee
452529,2018,Nha Trang,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
